,ClusterID,AverageTemperature,MaxTemperature,MinTemperature,TotalRainfall,officialnamesuburb,officialnamestate,lattitude,longtitude,clusterid
20,33394,26.601764638356165,37.5435,17.3935,1892.69999644,Mapoon,Queensland,-11.86775982,142.1842885,33394
21,34268,26.36535958630137,29.15,23.2,1179.60000952,West Island,Other Territories,-12.17316447,96.83052619,34268
22,34364,27.44597030410959,32.15,18.35,1390.09999513,Van Diemen Gulf,Northern Territory,-12.10559579,131.3505888,34364
23,34372,26.634268969863015,35.235,13.685,1093.20000399,Maningrida,Northern Territory,-12.05668797,134.2372483,34372
24,34374,26.91334473150685,32.15,18.15,1121.70000087,Milingimbi,Northern Territory,-12.10120869,134.9107741,34374
25,34376,26.815032071232874,35.798,17.548,1287.30000455,Galiwinku,Northern Territory,-12.02449109,135.5728662,34376
26,34379,27.069372175342465,31.35,21.25,1267.79999783,Gunyangara,Northern Territory,-12.21689576,136.704744,34379
27,35362,27.377232263013696,35.328503,14.7285,1678.20000011,Cox Peninsula,Northern Territory,-12.58028249,130.7110781,35362
28,35363,27.34557416712329,38.3455,12.945499,1790.20000273,Anula,Northern Territory,-12.39122591,130.8905215,35363
29,35364,27.221614339726028,39.0065,12.7565,1486.09999829,Lambells Lagoon,Northern Territory,-12.58240715,131.2402893,35364
30,35365,27.39910256986301,39.389,12.688999,1506.30000431,Point Stuart,Northern Territory,-12.54019234,131.8322442,35365
31,35369,27.360765860273975,41.0485,11.5485,1151.90000699,Gunbalanya,Northern Territory,-12.34686514,133.0492239,35369
32,35374,26.564148602739728,39.0565,13.0065,1124.40000396,Ramingining,Northern Territory,-12.32899228,134.9259235,35374
33,35376,26.68259792054795,39.0775,13.9775,1147.30000139,Gapuwiyak,Northern Territory,-12.50555582,135.7954593,35376
34,35393,26.67552105205479,38.5345,17.234499,2246.70000101,Gulf Of Carpentaria,Queensland,-12.41294565,141.6759386,35393
35,35395,26.321047583561644,38.8695,16.9195,1740.20000523,Wenlock,Queensland,-12.49869838,142.6253835,35395
36,36361,27.20917304931507,36.991,13.941,1867.60000165,Dundee Beach,Northern Territory,-12.73381361,130.382523,36361
37,36362,27.136397449315066,39.1065,13.3065,1799.50000178,Bynoe Harbour,Northern Territory,-12.61984309,130.4632484,36362
38,36363,27.324646320547945,39.864998,13.615,1668.80000298,Charlotte,Northern Territory,-12.84043855,130.8116394,36363
39,36364,27.51087261643836,40.8715,12.4215,1605.30000713,Marrakai,Northern Territory,-12.69352858,131.4810101,36364
40,36367,27.774157345205477,41.6045,12.3545,1245.80000739,Kakadu,Northern Territory,-12.86601796,132.4746712,36367
41,36368,27.934375786301374,41.5955,9.5955,1300.6999939,Jabiru,Northern Territory,-12.66936725,132.8370358,36368
42,36393,26.905653175342465,37.927998,16.928,2209.90000795,Nanum,Queensland,-12.64314946,141.8605471,36393
43,36397,24.95438446849315,36.4775,17.5275,2203.2999994,Iron Range,Queensland,-12.67300165,143.292562,36397
44,37361,27.067281841095888,38.489002,13.539,1972.30000034,Rakula,Northern Territory,-13.06024505,130.4452947,37361
45,37363,26.7011006109589,39.8065,11.7565,1446.0000064,Coomalie Creek,Northern Territory,-13.02118883,131.1688677,37363
46,37365,27.65144871780822,40.654,11.904,1284.10001004,Mount Bundey,Northern Territory,-13.02954163,131.7519684,37365
47,38393,26.905288728767122,39.495502,14.695499,2013.20000379,Aurukun,Queensland,-13.60937036,141.8284554,38393
48,38395,26.17151970958904,39.3635,14.2135,1811.59999868,Archer River,Queensland,-13.34790951,142.526622,38395
49,39362,27.01021659452055,40.2825,10.9325,1489.99999884,Tipperary (NT),Northern Territory,-13.94841054,130.80243,39362
50,39365,26.71460111780822,41.586,10.986,1060.49999844,Pine Creek (NT),Northern Territory,-13.82356056,131.8262009,39365
51,39376,26.469920991780825,41.1935,15.7935,1035.09999823,Numburindi,Northern Territory,-13.92923252,135.7040295,39376
52,39377,26.993100591780824,40.858498,16.5585,1092.80000104,Milyakburra,Northern Territory,-13.77937923,136.2019431,39377
53,39378,27.026828375342465,38.9735,15.6735,943.30000281,Alyangula,Northern Territory,-13.85068618,136.4200972,39378
54,39379,26.62446195890411,37.368,17.718,986.00000055,Umbakumba,Northern Territory,-13.86540087,136.7966521,39379
55,40351,26.819112991780823,40.3455,13.695499,1173.00000526,Kalumburu,Western Australia,-14.29450581,126.6412874,40351
56,40359,27.17556446849315,38.421497,13.0215,1480.70000248,Thamarrurr,Northern Territory,-14.2035458,129.7050093,40359
57,40360,27.156251115068493,40.296,10.796,1438.89999747,Peppimenarti,Northern Territory,-14.1457115,130.0828355,40360
58,40365,26.75282839452055,41.6195,9.2695,1017.7000007,Claravale,Northern Territory,-14.40994781,131.5841312,40365
59,40366,27.0789784630137,42.015,8.964999,1032.40000164,Edith (NT),Northern Territory,-14.07434001,131.9236641,40366
60,40372,26.429412775342463,41.3785,11.3285,804.29999894,Flying Fox (NT),Northern Territory,-14.15941142,134.1976606,40372
61,40376,26.531724175342468,42.626,14.476,1056.10000549,Numbulwar,Northern Territory,-14.27384851,135.7265186,40376
62,40395,26.091709709589043,39.1855,12.7855,1592.00001287,Holroyd River,Queensland,-14.22678638,142.4692019,40395
63,41367,26.691886947945207,41.393,9.493,875.0999928,Lansdowne (NT),Northern Territory,-14.43150418,132.3891578,41367
64,41369,26.93448184931507,41.760998,10.761001,879.0999955,Beswick,Northern Territory,-14.55801543,133.1150858,41369
65,41373,26.92657813972603,42.867,9.667,828.00000444,Ngukurr,Northern Territory,-14.73252635,134.7441086,41373
66,41393,26.833718865753426,38.919502,13.919499,1725.99999428,Pormpuraaw,Queensland,-14.71942508,141.8074204,41393
67,41397,25.330133328767122,38.2895,12.089499,1603.30000389,Yarraden,Queensland,-14.60848061,143.2529603,41397
68,41403,26.249691742465753,29.95,21.65,1616.20000328,Lizard,Queensland,-14.68290736,145.444581,41403
69,42367,27.182404632876715,42.1345,10.4845,862.20000325,Manbulloo,Northern Territory,-14.84870612,132.2606575,42367
70,42369,27.45094190958904,42.015,11.365,751.10000194,Jilkminggan,Northern Territory,-14.9614854,133.2928487,42369
71,42395,26.611773021917806,38.8105,13.410501,1626.1000055,Edward River,Queensland,-14.98265659,142.440742,42395
72,43365,27.111897846575342,42.617,9.667,729.50000088,Delamere (NT),Northern Territory,-15.40186903,131.6691841,43365
73,43397,26.182729430136988,38.306,12.5060005,1791.59999943,Dixie (Qld),Queensland,-15.41603572,143.272258,43397
74,43402,24.15549100547945,35.3525,16.0525,1876.00000201,Cooktown,Queensland,-15.3628085,144.9794415,43402
75,44356,28.3343268739726,42.52,13.12,740.30000301,Wijilawarrim,Western Australia,-15.74899637,128.4991421,44356
76,44367,26.994612761643836,42.1435,10.643499,707.70000314,Sturt Plateau,Northern Territory,-15.65938375,132.6120243,44367
77,44369,27.159755139726027,41.876,10.476,793.50000231,Larrimah,Northern Territory,-15.60630155,133.2354887,44369
78,44400,25.526896057534245,39.496,12.946,1960.50000444,Laura (Qld),Queensland,-15.49565985,144.1652886,44400
79,45372,26.98927093972603,41.703503,10.8535,645.1999993000001,Arnold (NT),Northern Territory,-16.07817721,134.3773044,45372
80,45394,27.10667058630137,39.013,12.662999,1671.89999932,Maramie,Queensland,-16.0369679,142.2873233,45394
81,45398,25.6080666,38.8245,12.1245,1892.40000128,Palmer (Qld),Queensland,-15.95236232,143.6135097,45398
82,45402,23.113494969863016,36.9735,12.9235,1648.80000895,Spurgeon,Queensland,-16.20915429,145.0574789,45402
83,45403,20.443833342465755,31.2305,12.0305,3459.60000971,Upper Daintree,Queensland,-16.21233343,145.2981231,45403
84,46354,26.582743238356166,43.695503,10.5955,742.199998,Durack (WA),Western Australia,-16.34530365,127.5757642,46354
85,46357,27.781757493150685,41.573997,13.074,713.70000023,Lake Argyle,"Northern Territory,Western Australia",-16.48475242,128.6858078,46357
86,46363,28.375364282191782,43.539,11.188999,560.09999992,Yarralin,Northern Territory,-16.45255449,130.8419132,46363
87,46365,27.572175520547944,42.2285,10.5785,618.20000519,Top Springs,Northern Territory,-16.54851714,131.8014599,46365
88,46370,26.73436054520548,42.535,9.935,719.50000174,Daly Waters,Northern Territory,-16.26202442,133.3790862,46370
89,46377,26.89292026575343,41.7955,10.8455,956.80000146,McArthur,Northern Territory,-16.27985771,135.9252892,46377
90,46386,26.492174616438355,33.15,17.1,1208.5999994000001,Wellesley Islands,Queensland,-16.55639134,139.4003814,46386
91,46396,26.91354764657534,39.6195,12.419499,1857.09999313,Highbury (Qld),Queensland,-16.30535197,142.8971065,46396
92,46398,26.11783926027397,38.956997,12.307,1765.30000033,Gamboola,Queensland,-16.38994801,143.4988016,46398
93,46399,26.076550457534246,39.248,11.748,1614.20000014,Mount Mulgrave,Queensland,-16.27382758,143.9908527,46399
94,46401,23.7373751890411,38.225002,10.925,1537.29999914,Hurricane,Queensland,-16.53135798,144.6255893,46401
95,46402,23.393628920547943,37.761497,9.1115,1304.60000488,Mount Carbine,Queensland,-16.51696615,145.1052412,46402
96,46403,24.48162702191781,33.215,15.165,3506.10000804,Forest Creek,Queensland,-16.24357445,145.3692647,46403
97,47364,27.98781296438356,43.8215,10.721499,515.3000039,Pigeon Hole,Northern Territory,-16.79531587,131.2155274,47364
98,47365,27.71508015890411,43.6175,9.9675,638.40000384,Victoria River,Northern Territory,-16.66438258,131.5399296,47365
99,47386,26.216318545205482,35.1,16.55,1154.59999898,West Wellesley Islands,Queensland,-16.76065228,139.1409606,47386
100,47396,27.095588128767123,40.265,12.115,1677.79999739,Staaten,Queensland,-16.65197808,142.9190838,47396
101,47399,26.270671728767123,40.113,12.263,1740.89999728,Wrotham,Queensland,-16.6420865,143.9496849,47399
102,47400,24.55092808767123,38.400497,9.9005,1629.40000642,Bellevue (Qld),Queensland,-16.63905862,144.2633841,47400
103,47402,22.08734237808219,37.202,8.852,1529.90000392,Mount Mulligan,Queensland,-16.78090693,144.8818568,47402
104,47403,21.881408098630136,34.3655,9.315499,1724.3000009500001,Oak Beach,Queensland,-16.59261758,145.5150441,47403
105,47404,24.713134087671232,34.600998,15.101001,2561.9000098799997,Parramatta Park,Queensland,-16.922932,145.7639539,47404
106,47405,25.67876709863014,30.1,19.15,1943.8000063,Fitzroy Island,Queensland,-16.93280325,145.9939605,47405
107,48344,27.810256610958902,44.5825,11.8325,1101.70000154,Meda,Western Australia,-17.288339,124.020205,48344
108,48355,26.7853471,45.389,8.389,507.59999848,Warmun,Western Australia,-17.02651234,128.2236335,48355
109,48385,25.862815816438356,42.037,12.887,1208.7999997699999,Gangalidda,Queensland,-16.96481071,138.9875728,48385
110,48387,26.16038235890411,34.05,15.9,1476.20000205,South Wellesley Islands,Queensland,-17.06418517,139.4695886,48387
111,48392,26.72341324383562,40.35,12.2,1265.90000292,Howitt,Queensland,-17.18670747,141.5367894,48392
112,48398,26.214898684931505,40.611,10.311001,1676.8000086299999,Lyndside,Queensland,-16.94786634,143.5755219,48398
113,48399,25.938166457534248,40.439003,11.589,1647.39999943,Arbouin,Queensland,-17.06156054,143.9954018,48399
114,48400,25.486835498630136,39.8955,11.4955,1714.10000645,Rookwood (Qld),Queensland,-17.01769105,144.2472594,48400
115,48401,22.798925810958906,37.149,8.499001,1624.3000092300001,Chillagoe,Queensland,-17.10304094,144.6543005,48401
116,48402,22.597177575342467,36.972,8.722,1553.39999534,Dimbulah,Queensland,-17.1800134,145.0713727,48402
117,48403,21.697999252054792,36.117,10.167,1561.90000268,Atherton,Queensland,-17.26605504,145.4858929,48403
118,48404,23.30924485753425,35.728,9.478,2605.80000415,Lake Barrine,Queensland,-17.24948332,145.6495154,48404
119,49340,26.528664835616436,44.676003,10.376,959.59999868,Waterbank,Western Australia,-17.4539324,122.6403396,49340
120,49343,28.59879456712329,45.504,12.454,1045.20000265,Derby (WA),Western Australia,-17.37836041,123.6675267,49343
121,49356,27.22028431643836,45.504,9.804,545.70000459,Purnululu,Western Australia,-17.44876628,128.546066,49356
122,49370,26.787719967123284,44.669502,8.9695,659.30000008,Newcastle Waters,Northern Territory,-17.37213674,133.4009881,49370
123,49372,26.553216509589042,43.2195,8.8195,711.2999986,Pamayu,Northern Territory,-17.60824014,134.0556654,49372
124,49384,26.299745816438357,43.3805,11.830501,1110.89999732,Nicholson (Qld),Queensland,-17.422675,138.611826,49384
125,49390,26.195799046575342,35.05,14.05,1380.70000252,Karumba,Queensland,-17.48818956,140.8723009,49390
126,49393,26.941161293150685,40.7305,11.6305,1116.40000402,Karron,Queensland,-17.57502426,141.8450047,49393
127,49397,26.51484629589041,40.6675,10.5675,1362.19999949,Red River,Queensland,-17.44039479,143.3357774,49397
128,49399,25.50456024657534,39.835003,10.335,1599.29999599,Bolwarra (Qld),Queensland,-17.44093156,144.0416737,49399
129,49400,25.046122684931504,39.9315,10.7315,1651.60000546,Crystalbrook,Queensland,-17.46048992,144.3848452,49400
130,49401,23.620758824657536,38.3375,9.4375,1398.30000284,Almaden,Queensland,-17.39133205,144.6726581,49401
131,49402,22.656723915068497,37.765,8.215,1504.6000070100001,Petford,Queensland,-17.3905305,144.8968009,49402
132,49403,18.96588524520548,33.6335,5.6835003,1764.50000395,Evelyn,Queensland,-17.51406183,145.4939018,49403
133,49404,19.842592935616437,32.621002,7.921,3387.80000324,Middlebrook,Queensland,-17.56348448,145.6377096,49404
134,49405,23.500951556164384,33.5155,10.8654995,3097.60000767,Coconuts,Queensland,-17.50070942,146.0643018,49405
135,50339,27.27561633150685,43.435,11.535001,1124.4000019,Broome,Western Australia,-17.95975685,122.2341438,50339
136,50344,28.130114789041098,45.426003,11.676,836.9999992,Camballin,Western Australia,-18.00294401,124.2695615,50344
137,50385,26.55623281917808,43.5,11.4,1338.6000006900001,Doomadgee,Queensland,-17.71015778,138.743787,50385
138,50387,26.498600682191782,42.1565,12.5565,1306.70000073,Burketown,Queensland,-17.85207967,139.6333003,50387
139,50388,26.148851619178085,41.4915,12.1414995,1389.60000158,Carpentaria,Queensland,-17.97890809,140.1607785,50388
140,50390,26.663055572602737,40.537,12.087001,1380.20000214,Normanton,Queensland,-17.87730768,140.8988462,50390
141,50393,26.946911616438356,41.424,11.424,1213.09998799,Blackbull,Queensland,-17.86871626,141.7258993,50393
142,50400,24.129582509589042,38.7165,9.6665,1394.90000175,Fossilbrook,Queensland,-17.87346545,144.2681616,50400
143,50401,22.22471117808219,37.047,7.8970003,1336.19999694,Barwidgi,Queensland,-17.66598504,144.6401832,50401
144,50402,21.345197095890413,37.172,6.672,1235.19999669,Munderra,Queensland,-17.66763291,144.8899284,50402
145,50403,20.435926253424658,35.521,6.671,1439.10000295,Glen Ruth,Queensland,-18.00713463,145.4198409,50403
146,50404,22.471799473972606,35.594498,7.9445,3338.6000205,Dingo Pocket,Queensland,-17.92174753,145.8186828,50404
147,50405,23.713349879452053,34.5765,11.5265,3307.70000519,Kurrimine Beach,Queensland,-17.75549389,146.084171,50405
148,51340,27.740902808219175,44.2585,12.0085,1037.20001074,Roebuck,Western Australia,-18.02689504,122.618378,51340
149,51343,29.044174216438357,46.6735,12.1235,919.29999775,Geegully Creek,Western Australia,-18.304506,123.7303284,51343
150,51348,28.94431499726027,45.732502,10.4325,676.8000031,Fitzroy Crossing,Western Australia,-18.18332435,125.5689226,51348
151,51354,26.624765619178085,45.33,8.83,486.60000234,Halls Creek (WA),Western Australia,-18.2244742,127.6732026,51354
152,51363,27.005061917808217,46.1565,9.2065,879.9000069,Gurindji,Northern Territory,-18.22860009,131.0888217,51363
153,51393,27.055479038356165,41.982502,11.382501,1148.50000304,Coralie,Queensland,-18.20503894,141.810847,51393
154,51394,26.97758517260274,41.38,10.28,1135.7000028,Croydon (Qld),Queensland,-18.2075924,142.2507508,51394
155,51396,26.55833824109589,41.9715,10.4215,1222.9000046,Gilbert River,Queensland,-18.27015898,142.7391818,51396
156,51399,24.752340131506852,39.85,9.6,1155.6000005,Talaroo,Queensland,-18.05610229,143.8825381,51399
157,51400,24.145823942465753,39.5395,9.339499,1216.19999659,Mount Surprise,Queensland,-18.21739915,144.3571357,51400
158,51402,21.02421710410959,37.7565,5.9564996,1178.29999807,Minnamoolka,Queensland,-18.24909508,145.0374733,51402
159,51404,20.070231190410958,32.672,6.3719997,2330.20000142,Murray Upper,Queensland,-18.12917203,145.8059076,51404
160,51405,25.135291010958905,30.75,15.2,1944.90000681,Cardwell,Queensland,-18.27531309,146.0075771,51405
161,52338,27.300016665753425,44.23,11.53,889.4000004,Lagrange,Western Australia,-18.71258938,121.9831287,52338
162,52361,26.1187364630137,46.3455,7.3455,672.59999825,Lajamanu,Northern Territory,-18.45968093,130.4319733,52361
163,52368,27.05098179452055,44.315,9.115,757.09999915,Tanami East,Northern Territory,-18.61662528,132.7009057,52368
164,52384,26.845414569863014,44.3955,10.445499,1251.20000033,Lawn Hill,"Northern Territory,Queensland",-18.64641336,138.5443237,52384
165,52386,26.346255315068493,43.174,11.224,1422.99999944,Gregory (Qld),Queensland,-18.52314148,139.3885981,52386
166,52389,27.058804506849313,42.6195,11.8195,1315.1000018,Stokes,Queensland,-18.66806903,140.4829271,52389
167,52393,27.07564462739726,42.2825,11.382501,1035.79999898,Claraville,Queensland,-18.56424547,141.727562,52393
168,52397,25.609333665753425,41.0635,9.013499,1151.60000108,Northhead,Queensland,-18.72036771,143.1720183,52397
169,52401,22.131768284931507,37.7515,6.1514997,1016.99999858,Conjuboy,Queensland,-18.72918683,144.593363,52401
170,52403,21.28087259452055,37.1215,6.4715,1057.8000015,Wairuna,Queensland,-18.38267886,145.483607,52403
171,52404,20.339517589041098,33.927998,7.678,1867.20000311,Wallaman,Queensland,-18.67429441,145.8455986,52404
172,52405,22.90839321917808,36.524498,9.3245,2355.60000374,Wharps,Queensland,-18.72923762,146.0627221,52405
173,52406,25.08296231780822,30.15,16.0,1708.40000192,Halifax,Queensland,-18.58572356,146.3097439,52406
174,53346,29.14945369589041,47.4845,11.434501,472.99999994,St George Ranges,Western Australia,-18.98130706,125.0117071,53346
175,53356,26.9567351369863,45.712498,9.5625,450.50000025,Kundat Djaru,Western Australia,-18.80824509,128.6014097,53356
176,53393,27.066814106849314,42.8065,11.2565,1039.30000434,East Creek,Queensland,-19.08069827,141.7435506,53393
177,53395,26.358851717808218,41.3565,9.5565,866.70000735,Esmeralda,Queensland,-18.85208624,142.6395399,53395
178,53398,24.57826858356164,39.720497,8.770499,1034.20000333,Forsayth,Queensland,-18.74322363,143.6806094,53398
179,53402,22.478532109589043,39.8565,6.9065,972.29999648,Greenvale (Qld),Queensland,-19.00279948,145.0164411,53402
180,53404,21.813666213698628,37.023502,6.7235,907.90000351,Mount Fox,Queensland,-18.82109826,145.8573332,53404
181,53405,19.02950830410959,31.001501,6.4515,1196.80000096,Bambaroo,Queensland,-18.88504611,146.1844868,53405
182,53406,25.128772827397263,30.65,15.45,1519.10000189,Balgal Beach,Queensland,-19.03986418,146.4109208,53406
183,54354,27.25427515068493,46.35,9.6,403.40000335,Sturt Creek,Western Australia,-19.21434277,127.8809659,54354
184,54387,26.091278641095894,44.24,9.79,1217.89999864,Gidya,Queensland,-19.26189302,139.785729,54387
185,54389,26.802955510958906,44.254,10.554,1195.90000194,Four Ways,Queensland,-19.33945252,140.4919958,54389
186,54393,26.968653964383563,42.5435,10.893499,952.00000235,Savannah,Queensland,-19.20813489,141.8812871,54393
187,54396,25.88731862739726,41.111,8.661,803.90000444,Victoria Vale,Queensland,-19.41211741,142.7142618,54396
188,54397,24.93384212876712,41.440998,8.040999,815.3000022800001,Bellfield (Qld),Queensland,-19.36228555,143.159212,54397
189,54398,23.686388078082192,40.546,7.146,851.2000058,Gilberton (Etheridge - Qld),Queensland,-19.27799055,143.6923322,54398
190,54400,21.311703260273973,38.297,5.847,879.20000303,Lyndhurst (Qld),Queensland,-19.22574489,144.3203205,54400
191,54405,22.71093414931507,38.8105,6.5604997,758.00000798,Paluma,Queensland,-19.11819553,146.0107502,54405
192,54406,20.999749783561644,33.3935,7.3935003,1421.80000287,Clemant,Queensland,-19.1169867,146.4357451,54406
193,54407,24.259184624657532,33.4775,12.5275,1256.3000036,North Ward,Queensland,-19.2488561,146.8083023,54407
194,54408,24.663207761643836,31.75,15.15,1277.0000022,Cungulla,Queensland,-19.40099272,147.1107,54408
195,54409,24.952796819178083,31.4,15.85,1103.900005,Alva,Queensland,-19.45709278,147.4383001,54409
196,55372,25.403370550684933,43.482998,7.733,660.70000198,Tennant Creek,Northern Territory,-19.65482032,134.1870672,55372
197,55384,25.6577883369863,43.2195,8.3195,995.30000183,Camooweal,Queensland,-19.61074,138.5107982,55384
198,55403,22.60901308219178,40.3675,7.7175,993.60000018,Basalt (Qld),Queensland,-19.75154323,145.3891962,55403
199,55405,23.113884506849313,39.293003,7.543,982.70000103,Dotswood,Queensland,-19.57681003,146.26736,55405
200,55407,23.805857761643836,36.8685,8.468499,1111.79999872,Majors Creek (Qld),Queensland,-19.63381743,147.0082659,55407
201,55408,24.05160684109589,35.583,11.383,1085.90000022,Barratta (Qld),Queensland,-19.56837823,147.2368222,55408
202,55409,24.17730998630137,34.6155,10.9655,1094.00000411,Ayr,Queensland,-19.56800389,147.4064899,55409
203,56362,25.551443320547946,45.459,5.809,441.9000014,Tanami (NT),Northern Territory,-20.02437841,130.5068801,56362
204,56371,25.318848834246573,43.572,7.622,562.6000009,Warumungu,Northern Territory,-20.02871434,133.9526248,56371
205,56386,25.48123503561644,43.292,8.392,917.39999818,Gunpowder,Queensland,-19.85918162,139.2626536,56386
206,56388,25.313807860273972,43.566,8.266,913.99999875,Three Rivers,Queensland,-19.87523539,140.1799753,56388
207,56395,26.410317630136984,43.523,9.823,716.9000032,Saxby,Queensland,-19.86467294,142.662483,56395
208,56398,26.1925982630137,43.066,7.266,632.40000085,Woolgar,Queensland,-19.9745688,143.4427727,56398
209,56400,24.233333789041094,41.2175,7.3675003,769.90000183,Porcupine,Queensland,-20.09921257,144.2750233,56400
210,56405,23.67173175068493,40.557,10.007,873.60000286,Towers Hill,Queensland,-20.09036533,146.250578,56405
211,56406,23.715734608219176,37.5415,9.191501,919.39999848,Broughton (Qld),Queensland,-20.10153905,146.3399851,56406
212,56408,22.88325369589041,35.9925,8.6425,922.50000364,Kirknie,Queensland,-19.85835368,147.303755,56408
213,56409,21.887458469863013,34.964,8.563999,966.60000211,Wangaratta (Qld),Queensland,-19.83076155,147.457746,56409
214,56410,22.934856843835618,34.1225,10.1225,1038.90000505,Bowen,Queensland,-20.12699577,148.0963526,56410
215,56412,19.427559002739724,24.0895,11.639501,1209.60000755,Cape Gloucester,Queensland,-20.16534234,148.5267124,56412
216,57328,27.10980941369863,42.5955,10.945499,264.6000012,Boodarie,Western Australia,-20.5055918,118.5259387,57328
217,57329,27.233679657534246,44.413002,10.662999,254.3999992,Finucane,Western Australia,-20.30158221,118.5635246,57329
218,57330,27.88341786849315,48.439003,10.089,325.00000035,Strelley,Western Australia,-20.49237276,119.0027888,57330
219,57375,25.428115504109588,44.4065,7.6064997,508.50000015,Wutunugurra,Northern Territory,-20.46229003,135.2505081,57375
220,57386,25.127956726027396,43.3625,7.5625,772.40000549,Mount Isa,Queensland,-20.53600472,139.4548493,57386
221,57389,26.165471109589042,44.8695,9.169499,695.3000001,Cloncurry,Queensland,-20.52519338,140.4473884,57389
222,57395,26.31211761917808,43.1,9.45,680.30000059,Cambridge (Qld),Queensland,-20.36615933,142.5860492,57395
223,57396,26.148886687671233,42.682503,9.0825,646.6000016,Burleigh,Queensland,-20.27407608,143.0473439,57396
224,57399,24.874235906849318,40.690998,6.991,535.10000447,Dutton River,Queensland,-20.47320631,143.8523463,57399
225,57404,23.25290015890411,40.2285,6.8785,798.0999995,Homestead,Queensland,-20.36317602,145.65826,57404
226,57407,23.798457364383562,38.3965,8.4965,851.19999954,Ravenswood (Qld),Queensland,-20.2075307,146.8995812,57407
227,57408,22.760382104109592,35.795,9.344999,1039.60000282,Dalbeg,Queensland,-20.22113018,147.293154,57408
228,57411,22.94400383835616,35.8855,11.7355,1282.80000324,Lake Proserpine,Queensland,-20.3961912,148.3252033,57411
229,57412,22.719201528767123,35.786,10.786,1518.1999992600001,Goorganga Plains,Queensland,-20.48253965,148.6514626,57412
230,58320,25.99333904657534,38.75,14.55,186.5999994,Barrow Island,Western Australia,-20.76324879,115.4090903,58320
231,58323,25.788487438356164,35.15,13.9,216.89999953999998,Gnoorea,Western Australia,-20.83936057,116.3979274,58323
232,58324,27.081142490410958,47.8085,11.3085,236.3000002,Gap Ridge,Western Australia,-20.73786777,116.7885716,58324
233,58325,27.236266890410956,47.2975,11.1475,213.3999996,Wickham (WA),Western Australia,-20.67413911,117.1439182,58325
234,58327,27.79180763561644,47.063,9.763,201.49999594,Mundabullangana,Western Australia,-20.60583332,118.1864726,58327
235,58376,25.175231802739724,44.2905,7.5405,491.79999714,Canteen Creek,Northern Territory,-20.64018115,135.5865332,58376
236,58384,25.44938078082192,45.0195,6.9195,903.7,Barkly (Qld),Queensland,-20.6028354,138.4780193,58384
237,58387,25.34356716027397,44.295,7.9950004,694.39999806,Winston,Queensland,-20.70991061,139.4977187,58387
238,58393,26.415315895890412,44.052,9.352,629.8999967999999,Julia Creek,Queensland,-20.6600774,141.6481402,58393
239,58395,26.50954396712329,43.176003,9.276,663.99999765,Maxwelton,Queensland,-20.86222997,142.6437001,58395
